"cuenta";"descripcion";"cuentaesp"
6663000000;"Pérdidas en participaciones y valores representativos de deuda a largo plazo, otras empresas";
6665000000;"Pérdidas en participaciones y valores representativos de deuda a corto plazo, empresas del grupo";
6666000000;"Pérdidas en participaciones y valores representativos de deuda a corto plazo, empresas asociadas";
6667000000;"Pérdidas en valores representativos de deuda a corto plazo, otras partes vinculadas";
6668000000;"Pérdidas en valores representativos de deuda a corto plazo, otras empresas";
6670000000;"Pérdidas de créditos a largo plazo, empresas del grupo";
6671000000;"Pérdidas de créditos a largo plazo, empresas asociadas";
6672000000;"Pérdidas de créditos a largo plazo, otras partes vinculadas";
6673000000;"Pérdidas de créditos a largo plazo, otras empresas";
6675000000;"Pérdidas de créditos a corto plazo, empresas del grupo";
6676000000;"Pérdidas de créditos a corto plazo, empresas asociadas";
6677000000;"Pérdidas de créditos a corto plazo, otras partes vinculadas";
6678000000;"Pérdidas de créditos a corto plazo, otras empresas";
6680000000;"Diferencias negativas de cambio";
6690000000;"Otros gastos financieros";
6700000000;"Pérdidas procedentes del inmovilizado intangible";
6710000000;"Pérdidas procedentes del inmovilizado material";
6720000000;"Pérdidas procedentes de las inversiones inmobiliarias";
6733000000;"Pérdidas procedentes de participaciones a largo plazo, empresas del grupo";
6734000000;"Pérdidas procedentes de participaciones a largo plazo, empresas asociadas";
6735000000;"Pérdidas procedentes de participaciones a largo plazo, otras partes vinculadas";
6750000000;"Pérdidas por operaciones con obli gaciones propias";
6780000000;"Gastos excepcionales";
6800000000;"Amortización del inmovilizado intangible";
6810000000;"Amortización del inmovilizado material";
6820000000;"Amortización de las inversiones inmobiliarias";
6900000000;"Pérdidas por deterioro del inmovilizado intangible";
6910000000;"Pérdidas por deterioro del inmovilizado material";
6920000000;"Pérdidas por deterioro de las inversiones inmobiliarias";
6930000000;"Pérdidas por deterioro de productos terminados y en curso de fabricación";
6931000000;"Pérdidas por deterioro de mercaderías";
6932000000;"Pérdidas por deterioro de materias primas";
6933000000;"Pérdidas por deterioro de otros aprovisionamientos";
6940000000;"Pérdidas por deterioro de créditos por operaciones comerciales";
6954000000;"Dotación a la provisión por contratos onerosos";
6959000000;"Dotación a la provisión para otras operaciones comerciales";
6960000000;"Pérdidas por deterioro de participaciones en instrumentos de patrimonio neto a largo plazo, empresas del grupo";
6961000000;"Pérdidas por deterioro de participaciones en instrumentos de patrimonio neto a largo plazo, empresas asociadas";
6962000000;"Pérdidas por deterioro de participaciones en instrumentos de patrimonio neto a largo plazo, otras partes vinculadas";
6963000000;"Pérdidas por deterioro de participaciones en instrumentos de patrimonio neto a largo plazo, otras empresas";
6965000000;"Pérdidas por deterioro en valores representativos de deuda a largo plazo, empresas del grupo";
6966000000;"Pérdidas por deterioro en valores representativos de deuda a largo plazo, empresas asociadas";
6967000000;"Pérdidas por deterioro en valores representativos de deuda a largo plazo, otras partes vinculadas";
6968000000;"Pérdidas por deterioro en valores representativos de deuda a largo plazo, de otras empresas";
6970000000;"Pérdidas por deterioro de créditos a largo plazo, empresas del grupo";
6971000000;"Pérdidas por deterioro de créditos a largo plazo, empresas asociadas";
6972000000;"Pérdidas por deterioro de créditos a largo plazo, otras partes vinculadas";
6973000000;"Pérdidas por deterioro de créditos a largo plazo, otras empresas";
6980000000;"Pérdidas por deterioro de participaciones en instrumentos de patrimonio neto a corto plazo, empresas del grupo";
6981000000;"Pérdidas por deterioro de participaciones en instrumentos de patrimonio neto a corto plazo, empresas asociadas";
6985000000;"Pérdidas por deterioro en valores representativos de deuda a corto plazo, empresas del grupo";
6986000000;"Pérdidas por deterioro en valores representativos de deuda a corto plazo, empresas asociadas";
6987000000;"Pérdidas por deterioro en valores representativos de deuda a corto plazo, otras partes vinculadas";
6988000000;"Pérdidas por deterioro en valores representativos de deuda a corto plazo, de otras empresas";
6990000000;"Pérdidas por deterioro de créditos a corto plazo, empresas del grupo";
6991000000;"Pérdidas por deterioro de créditos a corto plazo, empresas asociadas";
6992000000;"Pérdidas por deterioro de créditos a corto plazo, otras partes vinculadas";
6993000000;"Pérdidas por deterioro de créditos a corto plazo, otras empresas";
7000000000;"Ventas de mercaderías";
7010000000;"Ventas de productos terminados";
7020000000;"Ventas de productos semiterminados";
7030000000;"Ventas de subproductos y residuos";
7040000000;"Ventas de envases y embalajes";
7050000000;"Prestaciones de servicios";
7060000000;"Descuentos sobre ventas por pronto pago de mercaderías";
7061000000;"Descuentos sobre ventas por pronto pago de productos terminados";
7062000000;"Descuentos sobre ventas por pronto pago de productos semiterminados";
7063000000;"Descuentos sobre ventas por pronto pago de subproductos y residuos";
7080000000;"Devoluciones de ventas de mercaderías";
7081000000;"Devoluciones de ventas de productos terminados";
7082000000;"Devoluciones de ventas de productos semiterminados";
7083000000;"Devoluciones de ventas de subproductos y residuos";
7084000000;"Devoluciones de ventas de envases y embalajes";
7090000000;"«Rappels» sobre ventas de mercaderías";
7091000000;"“Rappels” sobre ventas de productos terminados";
7092000000;"“Rappels” sobre ventas de productos semiterminados";
7093000000;"“Rappels” sobre ventas de subproductos y residuos";
7094000000;"“Rappels” sobre ventas de envases y embalajes";
7100000000;"Variación de existencias de productos en curso";
7110000000;"Variación de existencias de productos semiterminados";
7120000000;"Variación de existencias de productos terminados";
7130000000;"Variación de existencias de subproductos, residuos y materiales recuperados";
7300000000;"Trabajos realizados para el inmovilizado intangible";
7310000000;"Trabajos realizados para el inmovilizado material";
7320000000;"Trabajos realizados en inversiones inmobiliarias";
7330000000;"Trabajos realizados para el inmovilizado material en curso";
7370000000;"Trabajos realizados para el fondo de educacion, formacion y promocion";
7400000000;"Subvenciones, donaciones y legados a la explotación";
7460000000;"Subvenciones, donaciones y legados de capital transferidos al resultado del ejercicio";
7470000000;"Otras subvenciones, donaciones y legados transferidos al resultado del ejercicio";
7510000000;"Pérdida transferida (gestor)";
7511000000;"Beneficio atribuido (partícipe o asociado no gestor)";
7520000000;"Ingresos por arrendamientos";
7530000000;"Ingresos de propiedad industrial cedida en explotación";
7540000000;"Ingresos por comisiones";
7550000000;"Ingresos por servicios al personal";
7560000000;"Ingresos por operaciones con socios";
7570000000;"Sanciones impuestas a socios imputables al fondo de educación, formación y promoción";
7571000000;"Subvenciones imputables al fondo de educación, formación y promoción";
7572000000;"Dotaciones imputables al fondo de educación, formación y promoción";
7573000000;"Otros ingresos imputables al fondo de educación, formación y promoción";
7590000000;"Ingresos por servicios diversos";
7600000000;"Ingresos de participaciones en instrumentos de patrimonio, empresas del grupo";
7601000000;"Ingresos de participaciones en instrumentos de patrimonio, empresas asociadas";
7602000000;"Ingresos de participaciones en instrumentos de patrimonio, otras partes vinculadas";
7603000000;"Ingresos de participaciones en instrumentos de patrimonio, otras empresas";
7610000000;"Ingresos de valores representativos de deuda, empresas del grupo";
7611000000;"Ingresos de valores representativos de deuda, empresas asociadas";
7612000000;"Ingresos de valores representativos de deuda, otras partes vinculadas";
7613000000;"Ingresos de valores representativos de deuda, otras empresas";
7620000000;"Ingresos de créditos a largo plazo, empresas del grupo";
7620100000;"Ingresos de créditos a largo plazo, empresas asociadas";
7620200000;"Ingresos de créditos a largo plazo, otras partes vinculadas";
7620300000;"Ingresos de créditos a largo plazo, otras empresas";
7621000000;"Ingresos de créditos a corto plazo, empresas del grupo";
7621100000;"Ingresos de créditos a corto plazo, empresas asociadas";
7621200000;"Ingresos de créditos a corto plazo, otras partes vinculadas";
7621300000;"Ingresos de créditos a corto plazo, otras empresas";
7630000000;"Beneficios de cartera de negociación";
7631000000;"Beneficios de designados por la empresa";
7632000000;"Beneficios de disponibles para la venta";
7633000000;"Beneficios de instrumentos de cobertura";
7660000000;"Beneficios en valores representativos de deuda a largo plazo, empresas del grupo";
7661000000;"Beneficios en valores representativos de deuda a largo plazo, empresas asociadas";
7662000000;"Beneficios en valores representativos de deuda a largo plazo, otras partes vinculadas";
7663000000;"Beneficios en participaciones y valores representativos de deuda a largo plazo, otras empresas";
7665000000;"Beneficios en participaciones y valores representativos de deuda a corto plazo, empresas del grupo";
7666000000;"Beneficios en participaciones y valores representativos de deuda a corto plazo, empresas asociadas";
7667000000;"Beneficios en valores representativos de deuda a corto plazo, otras partes vinculadas";
7668000000;"Beneficios en valores representativos de deuda a corto plazo, otras empresas";
7670000000;"Ingresos de activos afectos y de derechos de reembolso relativos a retribuciones a largo plazo";
7680000000;"Diferencias positivas de cambio";
7690000000;"Otros ingresos financieros";
7700000000;"Beneficios procedentes del inmovilizado intangible";
7710000000;"Beneficios procedentes del inmovilizado material";
7720000000;"Beneficios procedentes de las inversiones inmobiliarias";
7733000000;"Beneficios procedentes de participaciones a largo plazo, empresas del grupo";
7734000000;"Beneficios procedentes de participaciones a largo plazo, empresas asociadas";
7735000000;"Beneficios procedentes de participaciones a largo plazo, otras partes vinculadas";
7740000000;"Diferencia negativa en combinaciones de negocios";
7750000000;"Beneficios por operaciones con obligacionespropias";
7780000000;"Ingresos excepcionales";
7900000000;"Reversión del deterioro del inmovilizado intangible";
7910000000;"Reversión del deterioro del inmovilizado material";
7920000000;"Reversión del deterioro de las inversiones inmobiliarias";
7930000000;"Reversión del deterioro de productos terminados y en curso de fabricación";
7931000000;"Reversión del deterioro de mercaderías";
7932000000;"Reversión del deterioro de materias primas";
7933000000;"Reversión del deterioro de otros aprovisionamientos";
7940000000;"Reversión del deterioro de créditos por operaciones comerciales";
7950000000;"Exceso de provisión por retribuciones al personal";
7951000000;"Exceso de provisión para impuestos";
7952000000;"Exceso de provisión para otras responsabilidades";
7954400000;"Exceso de provisión por contratos onerosos";
7954900000;"Exceso de provisión para otras operaciones comerciales";
7955000000;"Exceso de provisión para actuaciones medioambientales";
7956000000;"Exceso de provisión para reestructuraciones";
7957000000;"Exceso de provisión por transacciones con pagos basados en instrumentos de patrimonio";
7960000000;"Reversión del deterioro de participaciones en instrumentos de patrimonio neto a largo plazo, empresas del grupo";
7961000000;"Reversión del deterioro de participaciones en instrumentos de patrimonio neto a largo plazo, empresas asociadas";
7962000000;"Reversion del deterioro de participaciones en instrumentos de patrimonio neto a largo plazo, otras partes vinculadas.";
7963000000;"Reversión del deterioro de participaciones en instrumentos de patrimonio neto a largo plazo, otras empresas.";
7965000000;"Reversión del deterioro de valores representativos de deuda a largo plazo, empresas del grupo";
7966000000;"Reversión del deterioro de valores representativos de deuda a largo plazo, empresas asociadas";
7967000000;"Reversión del deterioro de valores representativos de deuda a largo plazo, otras partes vinculadas";
7968000000;"Reversión del deterioro de valores representativos de deuda a largo plazo, otras empresas";
7970000000;"Reversión del deterioro de créditos a largo plazo, empresas del grupo";
7971000000;"Reversión del deterioro de créditos a largo plazo, empresas asociadas";
7972000000;"Reversión del deterioro de créditos a largo plazo, otras partes vinculadas";
7973000000;"Reversión del deterioro de créditos a largo plazo, otras empresas";
7980000000;"Reversión del deterioro de participaciones en instrumentos de patrimonio neto a corto plazo, empresas del grupo";
7981000000;"Reversión del deterioro de participaciones en instrumentos de patrimonio neto a corto plazo, empresas asociadas";
7985000000;"Reversión del deterioro en valores representativos de deuda a corto plazo, empresas del grupo";
7986000000;"Reversión del deterioro en valores representativos de deuda a corto plazo, empresas asociadas";
7987000000;"Reversión del deterioro en valores representativos de deuda a corto plazo, otras partes vinculadas";
7988000000;"Reversión del deterioro en valores representativos de deuda a corto plazo, otras empresas";
7990000000;"Reversión del deterioro de créditos a corto plazo, empresas del grupo";
7991000000;"Reversión del deterioro de créditos a corto plazo, empresas asociadas";
7992000000;"Reversión del deterioro de créditos a corto plazo, otras partes vinculadas";
7993000000;"Reversión del deterioro de créditos a corto plazo, otras empresas";
8000000000;"Pérdidas en activos financieros disponibles para la venta";
8020000000;"Transferencia de beneficios en activos financieros disponibles para la venta";
8100000000;"Pérdidas por coberturas de flujos de efectivo";
8110000000;"Pérdidas por coberturas de inversiones netas en un negocio en el extranjero";
8120000000;"Transferencia de beneficios por coberturas de flujos de efectivo";
8130000000;"Transferencia de beneficios por coberturas de inversiones netas en un negocio en el extranjero";
8200000000;"Diferencias de conversión negativas";
8210000000;"Transferencia de diferencias de conversión positivas";
8300000000;"Impuesto corriente";
8301000000;"Impuesto diferido";
8330000000;"Ajustes negativos en la imposición sobre beneficios";
8340000000;"Ingresos fiscales por diferencias permanentes";
8350000000;"Ingresos fiscales por deducciones y bonificaciones";
8360000000;"Transferencia de diferencias permanentes";
8370000000;"Transferencia de deducciones y bonificaciones";
8380000000;"Ajustes positivos en la imposición sobre beneficios";
8400000000;"Transferencia de subvenciones oficiales de capital";
8410000000;"Transferencia de donaciones y legados de capital";
8420000000;"Transferencia de otras subvenciones, donaciones y legados";
8500000000;"Pérdidas actuariales";
8510000000;"Ajustes negativos en activos por retribuciones a largo plazo de prestación definida";
8600000000;"Pérdidas en activos no corrientes y grupos enajenables de elementos mantenidos para la venta";
8620000000;"Transferencia de beneficios en activos no corrientes y grupos enajenables de elementos mantenidos para la venta";
8910000000;"Deterioro de participaciones en el patrimonio, empresas del grupo";
8920000000;"Deterioro de participaciones en el patrimonio, empresas asociadas";
9000000000;"Beneficios en activos financieros disponibles para la venta";
9020000000;"Transferencia de pérdidas de activos financieros disponibles para la venta";
9100000000;"Beneficios por coberturas de flujos de efectivo";
9110000000;"Beneficios por coberturas de una inversión neta en un negocio en el extranjero";
9120000000;"Transferencia de pérdidas por coberturas de flujos de efectivo";
9130000000;"Transferencia de pérdidas por coberturas de una inversión neta en un negocio en el extranjero";
9200000000;"Diferencias de conversión positivas";
9210000000;"Transferencia de diferencias de conversión negativas";
9400000000;"Ingresos de subvenciones oficiales de capital";
9410000000;"Ingresos de donaciones y legados de capital";
9420000000;"Ingresos de otras subvenciones, donaciones y legados";
9500000000;"Ganancias actuariales";
9510000000;"Ajustes positivos en activos por retribuciones a largo plazo de prestación definida";
9600000000;"Beneficios en activos no corrientes y grupos enajenables de elementos mantenidos para la venta";
9620000000;"Transferencia de pérdidas en activos no corrientes y grupos enajenables de elementos mantenidos para la venta";
9910000000;"Recuperación de ajustes valorativos negativos previos, empresas del grupo";
9920000000;"Recuperación de ajustes valorativos negativos previos, empresas asociadas";
9930000000;"Transferencia por deterioro de ajustes valorativos negativos previos, empresas del grupo";
9940000000;"Transferencia por deterioro de ajustes valorativos negativos previos, empresas asociadas";
